!	!; Oh; ah; alas; exclamation mark; oh
cognata	sister-in-law; sisters-in-law
cognato	brother-in-law
cognizion	knowledge
cognome	surname
coi	with; with the; with which
col	With; with; with the; with whom
cola	There; there; with; with his; with the
colcare	lay down
cole	cultivates; venerates; worships
colei	her; she; she (that one); she (that one, referring to a female); she who; that woman; the one; the one (feminine)
coleo	she
colera	anger; cholera
colgare	catch
colla	hill
Colle	hill; with the
collegio	college
collina	hill
collo	hills; neck; necks; with the
collocare	placed
collottola	nape
colmo	full
colo	With the; with; with his; with the
colomba	dove; doves
colombo	dove; doves; pigeons
colonna	Colonna; column; columns; pillar
colonnata	colonnades
Colonnese	Colonnese (a family name)
color	color
colorare	colors; paints
colore	color; colors; of whom; those
colorito	colored
coloro	those
colpa	blame; crimes; fault; faults
colpevole	guilty
colpo	blow; blows
colson	they took
coltel	knife
coltello	knife; knives
colto	gathered; hit; picked; plucked; struck
coltrare	quilt
coltre	blanket
colubre	snakes
colubrina	small serpentine cannon
colubro	serpents
colui	He; He who; That one; he; he (that one); he who; him; that one; the one; the one (masculine)
columba	dove; doves
comandare	commanded; commands; to command
comando	command; commands
combattente	combatants; fighters
combattere	fight; fighting; fights; fought; may they fight; strikes; to fight; was fighting; you fight
come	Although; As; How; Once; When; although; as; as if; as soon as; how; just as; like; like a; since; that; when
comendare	praised; to commend
comercio	commerce
cometa	comet
comiato	leave-taking
comincere	begins
cominciare	I began; I begin; began; beginning; begins; begun; they began; to begin; was beginning; were beginning
comite	count
commanda	commands
commandare	command; commanded; commands; ordered; to command
commandata	command
commandere	commands
commando	command
commendare	commended; to commend; to praise
commendere	praised; you praise
commercio	commerce; intercourse
commessa	commissioned; committed; entrusted
commesso	committed; entrusted
commetere	praise
commettere	commanded; committed; entrusted; entrusts; to commit; to entrust
commiato	leave; leave-taking
comminciare	began; beginning; begins
commission	commission
commissione	commission
commisto	mixed
commodamente	comfortably
commodità	comfort; convenience; opportunity
commodo	comfortable; comforts; convenient; favorable; opportunity; suitable
commosso	moved
commun	common
commune	common
communemente	commonly
communicar	to give communion
communicare	to communicate
communico	I communicate
communo	common
commuovere	moved; was moved
compagna	companion; company; mate
compagnia	company
compagno	companion; companions; comrade
compania	company
comparabile	comparable
comparare	to compare
compare	appears
comparire	appear; appearance; appeared; appearing; appears; is compared; to appear
comparsa	appeared
compartire	bestows; sharing
compasso	patterns
compensare	compensate me
compensarto	to compensate you
compenso	compensate
compentare	compensates
comperare	to buy
comperollo	bought it
compiacciare	may please oneself; may satisfy; please
compiacere	please; pleased; to please
compiaceriare	would please her
compiare	pleasing
compiere	accomplished; please; pleases
complesso	embraces
comporre	arranged; composed; composes; contrived; formed; laid to rest; placed; reconciled; settled; to compose; to prepare; to reconcile
comportare	allows; bears; contains; may (he/she) allow; put up with; to tolerate; tolerate; tolerates
comprare	buy; buys; to buy; would buy
comprendere	may be understood; perceives; realizes; to understand; understand; understands; understood
compresso	pressed
comprire	I find; I understand; perceive; understand
compromesso	compromise
compunto	pricked; repentant
con	With; with
conca	basin
concedere	I grant; I will grant; allowed; allows; concede; concedes; granted; granting; grants; may grant; to grant; would grant; you grant
concento	harmonies; harmony
concetta	conceived
concetto	Concepts; conceived; conception; idea; plan
conchiudere	Concluded; I conclude; conclude; concluded; concludes; they conclude
conciede	grants
conciedere	grant
concilio	council
concio	repaired
conciper	to conceive
concludere	Concluded; I conclude; conclude; concluded; decides; to conclude; will conclude
conclusion	conclusion; conclusions
conclusione	conclusion; conclusions
concordare	to agree
concorde	concordant
concordere	harmonious
concordia	concord
concorrere	agreed; agrees; to compete
concubina	concubine; concubines
condanna	sentences
condannare	condemned; condemns; they condemn; to condemn
condennare	condemned
condizion	condition
condizione	condition; state; terms
condotta	command; led
condurre	I brought; brings; brought; brought himself; conducted; guided; he leads; lead; leading; leads; leads (himself); led; led herself; may lead; might lead; tempered; they led; to carry out; to lead; treated; we will lead; you led
condutto	led
conduttore	leaders
confacciare	may conform; suits
confalone	banner
confalonier	standard-bearer
confederato	confederates
conferire	confer; to confer; to confide; to discuss
confermare	confirmed; confirms
confermatore	confirmer
confessare	confess; confessed; confesses; to confess
confesso	confessed
confetto	confectionery; sweets
confidare	trusting; trusts
confidenza	confidence
confin	borders
confinare	borders
confine	border; borders; boundaries
conflitto	conflict; conflicts
confondare	confuses; confuses himself
confondere	confused; confuses; confuses oneself; mixed; mixed up; mixes
conforrere	comfort; comforts
conforta	comforts
confortare	comfort; comforted; comforting; comforts; encourages; to comfort
conforte	comforts; encouragements
conforto	comfort
confortollo	comforted him
confusamente	confusedly
confusion	confusion
confusione	confusion
confuso	confused
congedo	leave
congelare	freezes
congiungere	joining; joins
congiunto	joined; relative; united
congiura	conspiracy
congiurare	conspired
coniglio	rabbits
coniugale	conjugal
connubio	marriage; union
Conobbel	he/she recognized him
conocchia	distaff; distaffs
conosbere	I knew; recognized; they knew; they recognized
conoscente	acquaintance
conoscenza	acquaintance; knowledge; recognition
conoscere	I knew; I know; I recognized; acknowledges; having recognized; he knew; is recognized; knew; knew him; know; knowing; known; knows; make known; may know; not recognizing; recognize; recognized; recognizes; seeing; they recognized; to know; to recognize; unknown; was known; would know; you knew (subjunctive); you know
conosciuto	known
conosciutol	having known him
conquassato	battered
conquido	conquers
conquire	conquered; won over
conquiso	conquered; overcome
Conrado	Conrad
Consalvo	Consalvo; Consalvo (proper name)
consapevole	aware; knowing
consegna	entrusts
consegnare	delivered; handed over
conseguire	may achieve
consenso	approval; consent
consentire	agreed; agreeing; agrees; allow; allowed; allows; consented; consents; may allow; may consent; permitted
conservare	to preserve
considerare	Considering; consider
consigliare	advice; advise; advise me; advised; advises; consults; counsel; resolves; they advise; they advised; to advise
consigliere	counselor
consiglio	advice; advises; council; counsel; counsels; plan; remedy
consistere	consists
consistorio	consistory
consistoro	consistory
consolare	comforting; comforts; to console
consolato	comforted
consolazion	consolation
consonare	is fitting
consorte	consort; consort (wife); husband; spouse; spouses; wife
constante	steadfast
Constantina	Constantina
consueto	customary
consumare	consumes; to consume; to consume oneself
consume	consumes
consumere	consumes
consumgare	consumed; worn out
consumo	consume; consumes; waste; you spend
consunto	consumed; worn out
contado	countryside
contaminare	contaminate; contaminated; contaminates; to contaminate
contamino	contaminate
contare	count; counted; recounted; to count; to tell; told; will count
contario	contrary
contato	counted
conte	Count; count; count (nobleman); counts; courteous; known; recounts; tale
contea	county
contemere	contemplate
contemplare	beholds; contemplates; contemplating; to contemplate
contemplio	contemplates
contendere	competes; contend; contending; contends; obscures; strives
contenere	I refrained; contained; contains; contend; contended; contested; disputed; disputes; forbade; is contended
contentare	to content; to content oneself; to satisfy; was contenting himself; were satisfied
contentarte	to satisfy you
contento	content; contented; contentment; happy; pleased; satisfied
contentosso	contented herself; was content
contereo	would count
conteriare	would count
contesa	contests; disputes
contese	disputes; fought; refused
conteso	dispute; disputed; quarrel; resistance; strife; struggle
contessa	countess
contesta	woven
contestabile	constable
contestare	woven
contesto	interwoven; woven
contezza	knowledge
conti	Count
continente	continent
continenza	demeanors; self-restraint
continoare	continuing
continuamente	continually
continuare	continued; continuing; continuous; to continue
continuo	continual; continuous
conto	account; count; tale
contra	Against; against; contrary to; toward
contrada	area; homeland; region
contrade	districts; regions
contradice	contradicts
contradire	contradict; deny; to contradict
contraditto	contradicted
contrafare	counterfeited
contrafatto	counterfeit
contrare	Against; against; contrary to; toward; toward her; towards
contrario	adverse; adverse winds; contrary; contrast; on the contrary; opponents; opposed; opposite
contrarre	contracted
contrasegne	signs; tokens
contrastare	contends; opposes; resists; to oppose; to resist
contrastettere	struggled
contrasto	conflict; contends; opposition; oppositions; resistance; struggle
contratto	contract; contracted
contrizion	contrition
contro	against
conturbare	to disturb; troubled
conturbato	disturbed; troubled
convegna	befits; it is necessary
convegnare	agree; be fitting; befits; is fitting; it befits; it may befit; suits; that befits
convenere	fitting
convenevole	suitable
conveniare	agreed
conveniente	fitting; suitable
convenire	It was necessary; agreed; are fitting; befitted; happened; has agreed; is fitting; is necessary; it is fitting; it is necessary; it was fitting; it was necessary; it will be necessary; may be fitting; suit; suits; was fitting; was necessary; will befit; would be fitting
convenzion	agreement; agreements
convere	turned
convergere	turned
converrare	it will be necessary for me
converriare	would be necessary for him; would suit
converse	converted; turned
conversiare	we converse
conversion	conversion
converso	turned
convertare	transforms
convertire	to convert; turn; turns
conviemma	it is fitting for me
conviengere	is fitting; it is fitting for him; it is necessary
convienso	is fitting; it is fitting
conviente	It is fitting; is fitting; is necessary; it is fitting; it is fitting for you; it is necessary; must be; suits
conviento	it is fitting; you must
convitare	to feast together
convito	banquet; banquets; feast
convivo	banquets
coperchio	cover; lid
copersa	covered
coperso	covered
coperta	covered; saddlecloth
coperto	cover; covered; hidden; shelter
copia	Abundance; abundance; copy; number; opportunity; quantity; supply
copiare	abundance
copioso	abundant
coppa	cup; cups
coppia	couple; pair; pairs
copria	covered
copriare	covered
coprire	cover; covered; covered (herself); covering; covers; deck; hidden; to cover; to cover oneself
copula	union
cor	courage; heart; hearts; horn; the heart
coracine	coracines (a type of fish)
Coradino	Conradin
coraggio	courage; heart
coraggioso	courageous
corallo	coral; corals
corazza	armor; breastplate; breastplates; cuirass
corbo	blind; raven; ravens; service tree
corcare	lies; lies down; lying down; may set; to lie down
Corcarsi	to lie down
corcata	lying
corcato	lying down
corcosso	lay down
corda	rope; ropes; string; strings
cordoglio	grief
Cordova	Cordova
cordovese	of Cordoba
core	courage; heart
Corebo	Cor(o)ebus; Corebus; Coroebus
Coreggio	Correggio
corglio	to take
Corimbo	Corymbus
Corineo	Corineus
Corinna	Corinna
corna	branches; horns
cornacchia	crow; crows
Corneto	Corneto
corno	horn; horns
Cornovaglia	Cornwall
cornuta	horned
coro	Chori; assembly; choir; chorus; hearts; northwest wind
corona	Crown; crown; crowns
coronar	to crown
coronare	to crown
coronato	crowned
corpo	bodies; body
corporal	bodily
corporale	bodily
corporeo	corporeal
corpulento	corpulent
correano	they ran
correare	they were running; were running
correggere	corrects; corrects itself; rules
correggiare	corrects
Correggio	Correggio
corrente	current; slip; stream
correre	I will gather; Running; course; flowed; flows; he runs; may run; pluck; ran; run; running; runs; they run; to gather; to pick; to run; to strike; traveled; was running; were running; will gather
corridor	horse; runner; steed
corridore	corridors; racer; runner; runners; steed; steeds
corrier	courier; messenger
corriero	courier
corrispondente	corresponding
corrispondere	corresponds
corrompare	corrupts
corrompere	corrupts
corron	run; they run
corronso	they ran
corrotto	corrupted
corrucciare	grows angry
corrumpero	to corrupt
corruttore	corrupter
corsa	crossed; ran; run; sailed; would have run
corsar	corsairs; pirates
corsaro	pirates
Corser	they ran
Corsi	Corsicans
corsia	deck
corsier	charger; courser; flying; runner; steed; warhorse
corso	Corsican; course; having run; in speed; pace; race; ran; run; running; rushed
corte	court; courtyard
cortese	Cortés; courteous; generous
cortesemente	courteously
Cortesi	courteous
cortesia	courtesies; courtesy; kindness
corteso	courteous
cortigiano	courtiers
cortina	curtain; curtains
corto	courts; short; shorter; shortest; shortly; soon
corucciare	grows angry
Corvino	Corvino's; Corvinus
corvo	crows; raven; ravens
cos'	what else
cosa	anything; deeds; matter; something; thing; things; what
Cosca	Cosca
coscia	thigh; thighs
coscienza	conscience
così	So; Thus; also; as; as well as; like this; so; so well; thus
cospetto	presence
cosso	cooked
costa	coast; rib; sides; slope; there
costallo	pay for it
costante	Constans; constant; steadfast
Costantin	Constantine; Constantine's
Costantino	Constantine
Costantinopoli	Constantinople
Costanza	Constance; Constancy; constancy
Costanze	Constances
costare	cost; costs; side
costeggiare	coasts; skirting
Costei	This woman; she; this woman
costeiere	she; that woman; this one (feminine); this woman
costeo	her; she; that woman; this woman
costere	this woman
costernato	dismayed
costituire	established; to establish
costo	cost; costs; expense
costor	these people
costore	these (people); these people
costoro	these (people); these ones; these people
costringere	compelled; constrained; forced; forces; forcing
costrutto	advantage; built; meaning
costua	this one
costui	This man; This one; this man; this one; this one (him)
costuire	This man; This one; this man
costuma	custom
costumare	well-mannered
costumato	well-mannered
costume	custom; customs; habit; manners; was accustomed
costuo	This man
cota	whetstone
cotale	such
Cotali	Such
cotanta	so much
cotanto	so great; so much; such great
cotenna	skin
cotesto	this
coton	cotton
cotone	cotton
cotta	coat
cotto	cooked
coturnico	quails
covare	broods
coverta	deck
cozzaro	they clashed
cozzo	collision
Crasso	Crassus
creare	created; elects
Creator	Creator
Creatore	Creator
crebrere	they grew
crebro	dense; frequent
credeano	believed; they believed
credeanse	they believed themselves
credeasi	believed (himself/herself) to hear
credenza	belief; credence; opinion; trust
credeo	believed
credere	Believe; Believing; I believe; I will believe; I would believe; belief; believe; believe (subjunctive present, 2nd person plural); believe me; believed; believed themselves; believes; believes (herself to); believing; entrusts; he believed; is believed; may believe; my; she believed; they believe; they believed; thinks; thought; to believe; trusted; trusts; we believed; will believe; would believe; you believe; you would believe
crederia	would have believed
credesson	believed
credesta	you believed
credibile	credible
credito	credit
credurre	credulous
cremonese	of Cremona
Creonte	Creon
crescere	grew; grow; growing; growing up; grown; grown up; grows; may grow; to grow; was growing; will grow
cresciuticare	having grown up
Creso	Croesus
crespa	curly; frowning; wrinkled
crespo	curly; wrinkled
Creta	Crete
Cretense	Cretan (woman)
Cretesi	Cretans
crin	hair
crine	hair; mane
crini	hair; hairs
crinito	haired
crisolito	chrysolite; chrysolites
cristalline	crystalline
cristallino	crystal-clear
cristallo	crystal; crystals
cristian	Christian; Christians
cristianesmo	Christianity
Cristianissimi	most Christian
Cristianitade	Christendom
cristiano	Christian; Christian knights; Christians
Cristo	Christ
croccare	creaks
croccia	clucks
croce	cross
crocetta	little cross
croco	crocus
crocodile	crocodiles
Croisberia	of Croisberia
crollare	to shake; to topple
crollasto	you shook
crollo	fall; shake; shaking
croscere	crashes down
crosta	layer
Crotone	Croton
cruciato	tormented
crude	cruel; fierce; raw
crudel	Cruel; cruel; cruel one
crudele	cruel
crudelmente	cruelly
crudeltà	cruelty
crudeltade	Cruelty; cruelty
crudeltare	cruelty
crudere	raw
crudetta	cruel (feminine plural)
crudo	cruel; fierce; raw
cu	his; that (feminine singular); where
cucco	cuckoo
cucina	kitchens
cuffia	cap; helmets; hood
cugin	cousin; cousins
cugino	cousin; cousins; female cousins
cui	by which; by whom; for which; for whom; from which; from whom; in which; of which; of whom; to which; to whom; which; whom; whose; with whom
culto	cultivated; cultivated land
cultore	cultivators
Cumea	Cumaean
cumulo	piles
cun	whom
cundutto	led
cuo	hides
cuocere	baked; burns
cuoco	cook
cuoio	hide; leather; skin
cuopere	cover; covers
cuopra	covers
cuoprire	covers
cuore	heart
cupidigia	greed
cupido	Cupid; desirous
cupo	dark
cura	attention; care; cares; cares about; he cares; worry
curare	I care; care; cared; cared about; cares; cares about; may care; to care; treated
curioso	curious
curto	short
curva	curved
curvo	curved
custode	guardian
cuticagna	scalp
D'	of
da	By; From; Of; Of a; On; Since; about; after; as; aside; by; by itself; for; from; has to; have to; in; like; must; of; of a; of the; on; on behalf of; since; that must; through; to; to follow; to go; to make; with
dado	die
Dafne	Daphne
daino	deer; deer (plural)
Dalinda	Dalinda
Dam	Give
dama	lady
Damasco	Damascus
Damiata	Damietta
damigella	damsel; maiden; maidens; young lady
damigello	young man
damma	doe; does
Dammogire	Dammogire
damo	girl; young ladies
dan	give
danar	money
danario	money
dandolere	giving her
danese	Dane; Danish
Danismarca	Denmark
danna	condemns
dannare	condemns; damages; to condemn
dannato	condemned; damned
danneggiare	to harm
danno	damage; damages; give; harm; harms; they give
dannoso	harmful
Danoia	Danube
Danubio	Danube
danza	dance; dances
danzare	dancing
darallo	will give to her
Dardinel	Dardinel
Dardinello	Dardinello
dardo	arrow; arrows; darts
dare	Give; Given; I give; I will give; by; by the; by your; damage; from; from the; gave; give; give (subjunctive); give me; give yourself; give yourselves; given; gives; giving; harm; is given; ladies; may give; must; news; said; they gave; they give; they were giving; they will give; they would give; to give; to give it; to give me; to give you; to give you of it; to strike; turned; turns; two; will give; would give
darele	to give him; to give himself
darglilare	to give it to him
dargline	to give him some
darglio	to give him
daria	would give
darma	give me
dasso	is given
data	given
datase	given herself
datemi	give me
dato	given
datolo	given it to her
Dauni	Dauni
davante	ahead; before; from before; in front; in front of; in front of her
davanti	in front; in front of
Dazia	Dacia
de	Of; Of the; about; for; from; from the; gave; must; of; of our; of the; some; than; that; with; with the
de'	must; must be; of his; of the
dea	goddess
debb'io	must I
debbano	must; should be
debbia	must
debbiàn	we must
debbiare	may; may have; must; should
debbio	must; must be
debbovere	I must tell you
debil	weak
debitamente	duly
debito	debt; debts; deserved; due; duty; obligation; obligations; owed
debitor	debtor
debitorce	debtors
debitore	debtor
debol	weak
debole	faint; weak; weakest
debolezza	weakness
decapitare	beheaded
Deci	Decii
decidere	decided
decimo	Tenth
decina	group of ten; ten; tens
deciso	decided
declinare	bends down; declining; descends; flows into; lowering; sets; setting; they lower; turning
decline	subside; turn aside
decoro	adornment; dignity
decrescere	to decrease
Dedalo	Daedalus; intricate
dedicare	dedicate
dee	goddesses; must; must have
deforme	deformed
defrare	cheat
defraudare	defraud; to defraud
defunto	dead; deceased
deggiare	may give; must
deggio	I must; I owe; must
degnamente	worthily
degnare	would deign
degno	deigns; worthy
deh	Ah; Alas; Oh; alas; oh; please
deh!	Alas!
dèi	must; you must; you must have
delega	delegates
delfino	dolphins
deliberare	decided; to decide
deliberosso	decided
delibire	is tasted; tastes
delibrare	deliberates
delicato	delicate
delitto	crime
delizia	delights
delizioso	delightful
Delo	Delos
delubro	temples
deluso	deceived; disappointed
demerito	demerit
demerto	demerit
demesso	downcast
demon	demon
demone	demons
demonio	demon; demons
Demostene	Demosthenes
denare	money
denigrare	denigrated
denno	gave; must
denso	dense
dente	teeth; tooth
dentrare	within
dentro	Inside; inside; within
denudere	lay bare
depende	depends
deporre	deposed; deposited thing; laid down; put aside; removed; set aside; to lay down; to put down
depredare	plundered; plundering; to plunder
depresso	low
deputato	deputies
derata	gain
dereliggere	abandoned
deretan	hind
deretano	rear end
derivare	comes; derived; derives; to derive
descendente	descendants
descendere	descends
desco	table
descrivere	describe; described
deserto	abandoned; desert; deserted; deserts
desia	desires
desiaio	I desired
desiare	desired (subjunctive); desires; they wished for
desiata	desired
desiato	desired; longed for
desiderare	desired; desires; to desire
desiderato	desired
desiderio	Desiderius; desire
desidero	desires; wishes
desideroso	Desirous; desirous
desio	desire; desires
desiollo	she desired him
desioso	desirous
desir	desire; desires
desira	beloved; desire
desirare	desires
desire	desire
desirio	desires
Desmonda	Desmond
desolato	desolate
desperazion	desperation
despitto	spite
dessare	of her
dessentare	gave
desso	him
desson	disadvantage
destare	awake; awaken; awakens; had stirred; wake up; wakes; wakes up; would wake up; you gave
destarsa	to wake herself
destin	destiny; fate
destina	decides
destinare	destines; intends; plans
destino	destiny; fate; fates
desto	alert; awake; awakened
destra	right; right (as in the right side); right (feminine plural); right (hands); right hand
destrero	steed
destrezza	dexterity; skill
destrier	steed; steeds; warhorse
destriere	steed; steeds; warhorses
destriero	steed
destro	agile; nimble; ready; right; skillful; the right one
destruzion	destruction
destruzione	destruction
detrimento	detriment
detto	called; gave; might give; said; words; would give
dettosi	having declared himself
devevere	you had to
devisare	declares; explains
Devonia	Devonia
devorare	devour; devours; to devour
devorato	devoured
devotamente	devoutly
devoto	devoted; devout
devozione	devotion
di	Above; At; From; Here; In; Of; Of the; Of those; about; again; below; by; day; daylight; days; from; here; in; in comparison to; must; of; of a; of it; of the; of them; of this; of which; of whom; on; than; that; to; to go; to stay; with
diabolico	diabolical
diadema	crown
diamante	diamond; diamonds
Diana	Diana
dianzare	a little while ago; a little while before; before; earlier; just before; previously
dianzi	a little while ago; a moment ago; before; earlier; just now
dianzo	a little while ago; a short while ago; a while ago; before; earlier; just before; previously; shortly before
diaspro	jasper
Diavol	Devil; devil
diavolo	devil
dibattere	flaps; struggles
dicare	to dedicate
dicea	said; was saying
diceagliare	says to him
diceaglio	he says to him; she said to him
dicean	they were saying; were saying
dicembre	December
dicer	saying
dicessere	they would tell
dichiarare	declares
dicido	declares
Dicilla	Dicilla
diciotto	eighteen
diciottomila	eighteen thousand
Dictea	Dictean
Dido	Dido
Didon	Dido
dié	day; gave
diece	ten
dieci	ten
diecimila	ten thousand
Diegli	gave him
diella	gave her
diello	gave him
diero	gave; they gave
dieron	gave
dietro	Behind; after; back; backward; backwards; behind
difenda	defends
difenderallo	will defend it
difendere	Defend; defend; defended; defending; defends; defense; protected; to defend
difension	defense
difensor	defender
difensore	defender
diferire	I defer; I postpone; delay; postponed; to delay; to postpone
difesa	defended; defense; defenses; protected
difesere	defended
difetto	defect; fault
differente	different
differenza	difference; differences; distinction
differillare	deferred it
differire	I defer; I will defer; be postponed; delayed; delaying; delays; differs; postpone; postponed; postponing; they postponed; to delay; to postpone; will defer
differito	deferred; postponed
diffetto	defect; fault; lack
difficil	difficult
difficile	difficult
difficilmente	with difficulty
difficultà	difficulty
diffinire	to settle
diffinito	settled
diffondere	expand; expanded; spread; spreads
diffusamente	in detail
difidare	to distrust
difidenza	distrust
difondere	spreads
diforme	different
difudere	spread
difuso	spread
digesto	digested
digiun	fast; fasting
digiuna	fasting
digiuno	fast; fasting; free
diglere	Tell him
dignità	dignity
digno	most worthy
digresso	digression
digrignare	gnashing
digrigno	you gnash
diguazzare	splashes
dilagare	flooded; spreads
dilatare	widening
dilazion	delay
dileguare	disappears; dissipated; dissolves; to disappear; to vanish; vanished
dileguato	disappeared
dileguosso	vanished
diletta	beloved; delights
dilettare	beloved; delighted; delights; might delight; to delight; would delight
dilettevol	delightful
dilettevole	delightful; pleasant
diletto	beloved; delight; may delight; pleasure; you delight
dilettoso	delightful
diligente	diligent
diligenza	care; diligence
dilungare	differs; having distanced; lingering
dilungato	prolonged
dimana	morning
Dimand	He asked
dimandare	asked; asking; to ask
dimandonne	asked
dimanere	asked; morning; the next morning; tomorrow
dimano	tomorrow
dimare	asked
dimenare	shaking
dimestico	households
diminuto	diminished
Dimmi	Tell me
dimora	abode; delay; dwelling; dwells; resides; stay; stays
dimorare	I reside; stayed; to delay; to dwell; to stay
dimorire	you may stay
dimoro	I delay
dimostrare	I show; may show; show; showed; showing; shown; shows; to demonstrate; to show; to show myself; to show oneself; you show; you showed
dimostrasta	showed
dimostre	shown; shows
dimostrossare	showed himself
dinante	before
dinanzi	Before; In front of; before; from before; in front; in front of
dinotare	indicating
Dio	God; god
Dio.	God
diodarro	warrior
Dionigi	Denis; Dionysius
dipartenza	departure
dipartiare	separated
dipartillo	detaches it; separates it
dipartir	departure
dipartire	depart; departed; departing; departs; divided; left; to depart; to separate; was departing
dipartito	separated
dipingere	depicts; may paint; painted; paints; to paint
dipinto	painted
dipoi	afterward; afterwards; then
diporto	pleasure
dire	I gave; I mean; I said; I say; I tell; I will call; I will say; I will tell; I would say; Say; a little while ago; afterward; afterwards; before; call; called; day; days; desire; desires; dictates; gave; gave (themselves); give; he gave to him; he said; he says; he was saying; he/she was saying; himself; is called; is said; it is said; may say; may tell; owe; remark; said; say; say (subjunctive); saying; sayings; says; she said; she was saying; since then; speak; speaking; speech; tell; tell me; tells; ten; the said; then; they called; they gave; they must; they said; they say; they were saying; to say; to speak; to tell; to tell me; to tell you; told; turned; two; undid; used to say; was saying; was telling; we call; we say; were said; will call; will say; will tell; word; words; would say; would say it; you said; you say; you will say
direstare	would say
diretta	directly
dirglio	to tell him
dirimpetto	opposite
diritto	directed; directly; guided; straight
dirizere	directs
dirizzare	aims
dirmedere	to tell me it
diroccare	crumbling
dirogliere	I will say it
dirotto	copious; drenched; torrents
dirovare	I tell you
dirovvare	I will tell you
dirtel	to tell you it
dirtelare	to tell it to you
dirvare	to tell you
disacerb	soothes
disacerba	assuages
disacerbo	soothes
disacere	assuage; may assuage
disagio	discomfort; hardship; hardships
disamare	to stop loving
disarma	disarms
disarmare	disarmed; to disarm; unarmed
disarmato	disarmed; unarmed
disarme	disarm
disarmo	disarmed himself
disarmosso	disarmed
disbramare	to satisfy
disbrigare	to free; to free themselves
discacciare	drive away; driven away; might drive away; to drive away
discadere	fall
discarco	discharge
discendente	descendant
discendere	descended; descending; descends; dismounts; to descend; was descending
discere	discerns; distinguishes
discernare	may discern
discernere	could discern; could distinguish; discerns; to discern; to distinguish
discerno	discern; may discern
discesa	descended; descent; dismounted; landed
discesere	descended
disceso	dismounted
dischiomare	unhairs
dischiudere	released
discinto	ungirt
disciogdere	dissolved; released; unfastened; untied
discioggere	dissolves; may disband
disciogliere	dissolved; free; may resolve; untying
disciolire	melt
disciolto	dissolved; loose; loosened; released
disciore	to untie
disciorrere	to release; to untie; untie
disciorro	to dissolve
disciorso	detached
disciplina	discipline; hardship; lesson; training
discipul	disciple
discolorare	discolors
disconcio	discomfort
discondere	distances himself; is far away; is unsuitable; moves away; withdraws
disconvere	is not unbecoming; was inappropriate
discoperta	open
discoperto	discovered; open; openly; uncovered
discopriare	would reveal
discoprire	revealing; to discover; to reveal; to reveal to you; to uncover
discor	discourses
discorda	discordant
discordare	discords
discordere	discordant
discordia	Discord; discord; discords
discordio	discordant
discorrere	discourses; discoursing; discusses; ponders; ranging; reasoning; recounts; relates; roaming; running; runs down; wanders; was discoursing; was flowing
discorso	considered; courses; discourse; reasoning; run; speech
discortesa	discourteous
discortese	discourteous
discortesia	discourtesy
discostare	moving away
discosto	away; distant; far; far away
discrescere	diminishes
discretamente	discreetly
discreto	discreet; prudent; trustworthy
discrezion	discretion
discrivere	describing
discuoiare	unwraps
discuoprare	be uncovered; reveal
discuoprio	reveals
disdegnare	disdains
disdegno	scorn
disdegnoso	scornful
disdire	denied; to contradict himself
disegnare	aimed; aims at; decreed; depicts; describes; designed; designs; drawing; draws; he designed; intends; planned; planning; plans; plotted; sentenced; they were designing; was planning
disegno	I depict; design; designs; had planned; intention; plan; plans
diseguale	unequal
diseguare	unequal
diserrere	unleashes
disfamere	unsatisfy
disfare	defeated; defeats; destroyed; to destroy; undone
disfatta	defeated; destroyed
disfatto	defeated; undone
disfecere	destroyed; undid
disfidare	challenged; to challenge
disfiderare	challenged
disfogare	to vent
disgiungere	parted; separated
disgiunto	separated
disgravare	relieved
disgrazia	disfavor; misfortune
disia	desires
disian	they desire
disiando	desiring
disiare	desiring; longing
disiato	desired; longed-for
disiavare	desired
disii	desires
disio	desire; desires; wishes
disioso	desired; desirous
disipare	dissipated; dissipates
disipato	dissipated
disir	desire
disira	desire
disire	desire
disiro	desires
dislacciare	unlaced; unlaces
disleal	disloyal; faithless
disleale	disloyal
disluggare	distances
dismontare	dismounted; dismounting; to dismount
disnodare	to untie
disnor	dishonor
disnore	dishonor
disonestare	dishonest; dishonorable
disoneste	dishonest; dishonorable
disonesto	dishonest; dishonorable
disonor	dishonor
disonore	dishonor
disordinare	disorders
disordinato	disordered
disordine	disorder
dispare	disappears; separates
dispari	unequal
disparire	disappears; unequal
disparta	aside
disparviare	disappeared
dispendere	discharges
dispendio	expense
dispensa	devotes; dispenses; is spent; provision; pursues; spends
dispensare	dispensing; distributed
dispenso	may you spend; spends; you distribute
disperare	despair; despairs; to despair
disperato	desperate
disperazion	despair; desperation
disperazione	desperation
disperdere	scattered
dispergere	may scatter
dispetto	affront; annoyance; despite; resentment; spite
dispettoso	spiteful
dispiacere	displeased; displeases; displeasure; is sorry; may displease; may it displease
dispiacevol	disagreeable; displeasing; unpleasant
dispiccare	detached; detaches; to detach; unhooks
dispietato	merciless; pitiless
displicenza	displeasure
dispogliare	stripped; to strip; to strip off
dispogliato	undressed
disporre	I resolved; arranged; arranges; decided; decides; determined; dispose; dispose of; disposed; disposes; inclined; intended; intends; may dispose; prepares; ready; resolved; resolves; set; set (himself) to; set out; to arrange; to dispose; to dispose of; to settle; well-proportioned
disposto	disposed; inclined; resolved
dispregiare	despising
